Timestamp,Open,High,Low,Close,Difference,Stagnated,Increased,Decreased
2018-10-03 21:55:00,0.65160000,0.65170000,0.65130000,0.65170000,0.00010000,0,1,0
2018-10-03 21:50:00,0.65110000,0.65160000,0.65090000,0.65160000,0.00050000,0,1,0
2018-10-03 21:45:00,0.65110000,0.65120000,0.65090000,0.65110000,0,1,0,0
2018-10-03 21:40:00,0.65100000,0.65120000,0.65080000,0.65110000,0.00010000,0,1,0
2018-10-03 21:35:00,0.65100000,0.65110000,0.65090000,0.65100000,0,1,0,0
2018-10-03 21:30:00,0.65100000,0.65110000,0.65080000,0.65100000,0,1,0,0
2018-10-03 21:25:00,0.65110000,0.65110000,0.65050000,0.65100000,-0.00010000,0,0,1
2018-10-03 21:20:00,0.65050000,0.65130000,0.65040000,0.65110000,0.00060000,0,1,0
2018-10-03 21:15:00,0.65100000,0.65110000,0.65040000,0.65050000,-0.00050000,0,0,1
2018-10-03 21:10:00,0.65110000,0.65150000,0.65070000,0.65100000,-0.00010000,0,0,1
2018-10-03 21:05:00,0.65110000,0.65130000,0.65070000,0.65110000,0,1,0,0
2018-10-03 21:00:00,0.65110000,0.65130000,0.65060000,0.65090000,-0.00020000,0,0,1
2018-10-03 20:55:00,0.65130000,0.65160000,0.65090000,0.65100000,-0.00030000,0,0,1
2018-10-03 20:50:00,0.65130000,0.65150000,0.65080000,0.65130000,0,1,0,0
2018-10-03 20:45:00,0.65170000,0.65190000,0.65110000,0.65130000,-0.00040000,0,0,1
2018-10-03 20:40:00,0.65220000,0.65220000,0.65170000,0.65190000,-0.00030000,0,0,1
2018-10-03 20:35:00,0.65250000,0.65260000,0.65190000,0.65210000,-0.00040000,0,0,1
2018-10-03 20:30:00,0.65250000,0.65260000,0.65220000,0.65250000,0,1,0,0
2018-10-03 20:25:00,0.65260000,0.65260000,0.65220000,0.65250000,-0.00010000,0,0,1
2018-10-03 20:20:00,0.65280000,0.65280000,0.65230000,0.65250000,-0.00030000,0,0,1
2018-10-03 20:15:00,0.65290000,0.65290000,0.65250000,0.65280000,-0.00010000,0,0,1
2018-10-03 20:10:00,0.65300000,0.65300000,0.65260000,0.65290000,-0.00010000,0,0,1
2018-10-03 20:05:00,0.65300000,0.65310000,0.65280000,0.65300000,0,1,0,0
2018-10-03 20:00:00,0.65310000,0.65310000,0.65280000,0.65280000,-0.00030000,0,0,1
2018-10-03 19:55:00,0.65320000,0.65320000,0.65290000,0.65310000,-0.00010000,0,0,1
2018-10-03 19:50:00,0.65310000,0.65320000,0.65280000,0.65310000,0,1,0,0
2018-10-03 19:45:00,0.65300000,0.65310000,0.65270000,0.65310000,0.00010000,0,1,0
2018-10-03 19:40:00,0.65310000,0.65310000,0.65270000,0.65300000,-0.00010000,0,0,1
2018-10-03 19:35:00,0.65310000,0.65320000,0.65280000,0.65310000,0,1,0,0
2018-10-03 19:30:00,0.65300000,0.65310000,0.65280000,0.65310000,0.00010000,0,1,0
2018-10-03 19:25:00,0.65300000,0.65310000,0.65280000,0.65300000,0,1,0,0
2018-10-03 19:20:00,0.65300000,0.65300000,0.65260000,0.65300000,0,1,0,0
2018-10-03 19:15:00,0.65290000,0.65300000,0.65260000,0.65300000,0.00010000,0,1,0
2018-10-03 19:10:00,0.65290000,0.65300000,0.65260000,0.65290000,0,1,0,0
2018-10-03 19:05:00,0.65300000,0.65310000,0.65270000,0.65290000,-0.00010000,0,0,1
2018-10-03 19:00:00,0.65320000,0.65320000,0.65280000,0.65300000,-0.00020000,0,0,1
