TimeStamp,ClosingPrice
2016-08-08T00:00:00,0.01900010
2016-08-09T00:00:00,0.02071030
2016-08-10T00:00:00,0.02077300
2016-08-11T00:00:00,0.01988632
2016-08-12T00:00:00,0.01994335
2016-08-13T00:00:00,0.01985513
2016-08-14T00:00:00,0.01957237
2016-08-15T00:00:00,0.01965920
2016-08-16T00:00:00,0.01931443
2016-08-17T00:00:00,0.01870000
2016-08-18T00:00:00,0.01878985
2016-08-19T00:00:00,0.01869994
2016-08-20T00:00:00,0.01927551
2016-08-21T00:00:00,0.01919453
2016-08-22T00:00:00,0.01900152
2016-08-23T00:00:00,0.01895000
2016-08-24T00:00:00,0.01900000
2016-08-25T00:00:00,0.01969854
2016-08-26T00:00:00,0.01955444
2016-08-27T00:00:00,0.01951561
2016-08-28T00:00:00,0.01906000
2016-08-29T00:00:00,0.01903001
2016-08-30T00:00:00,0.01937175
2016-08-31T00:00:00,0.02026400
2016-09-01T00:00:00,0.02092961
2016-09-02T00:00:00,0.02091153
2016-09-03T00:00:00,0.01979945
2016-09-04T00:00:00,0.01934924
2016-09-05T00:00:00,0.01920483
2016-09-06T00:00:00,0.01919998
2016-09-07T00:00:00,0.01886879
2016-09-08T00:00:00,0.01800203
2016-09-09T00:00:00,0.01859034
2016-09-10T00:00:00,0.01950038
2016-09-11T00:00:00,0.01910001
2016-09-12T00:00:00,0.01942972
2016-09-13T00:00:00,0.01945839
2016-09-14T00:00:00,0.01964237
2016-09-15T00:00:00,0.01957000
2016-09-16T00:00:00,0.02079951
2016-09-17T00:00:00,0.02086494
2016-09-18T00:00:00,0.02040000
2016-09-19T00:00:00,0.02150094
2016-09-20T00:00:00,0.02371419
2016-09-21T00:00:00,0.02292133
2016-09-22T00:00:00,0.02223000
2016-09-23T00:00:00,0.02217949
2016-09-24T00:00:00,0.02138139
2016-09-25T00:00:00,0.02180430
2016-09-26T00:00:00,0.02112268
2016-09-27T00:00:00,0.02157623
2016-09-28T00:00:00,0.02190597
2016-09-29T00:00:00,0.02169999
2016-09-30T00:00:00,0.02179729
2016-10-01T00:00:00,0.02140001
2016-10-02T00:00:00,0.02152362
2016-10-03T00:00:00,0.02200000
2016-10-04T00:00:00,0.02181038
2016-10-05T00:00:00,0.02123648
2016-10-06T00:00:00,0.02087685
2016-10-07T00:00:00,0.02036835
2016-10-08T00:00:00,0.01972699
2016-10-09T00:00:00,0.01950001
2016-10-10T00:00:00,0.01899490
2016-10-11T00:00:00,0.01828983
2016-10-12T00:00:00,0.01861685
2016-10-13T00:00:00,0.01896881
2016-10-14T00:00:00,0.01874641
2016-10-15T00:00:00,0.01887373
2016-10-16T00:00:00,0.01851196
2016-10-17T00:00:00,0.01884710
2016-10-18T00:00:00,0.01970267
2016-10-19T00:00:00,0.01915921
2016-10-20T00:00:00,0.01910405
2016-10-21T00:00:00,0.01905000
2016-10-22T00:00:00,0.01835019
2016-10-23T00:00:00,0.01830000
2016-10-24T00:00:00,0.01821004
2016-10-25T00:00:00,0.01724004
2016-10-26T00:00:00,0.01698075
2016-10-27T00:00:00,0.01660597
2016-10-28T00:00:00,0.01603281
2016-10-29T00:00:00,0.01460000
2016-10-30T00:00:00,0.01587998
2016-10-31T00:00:00,0.01559828
2016-11-01T00:00:00,0.01486540
2016-11-02T00:00:00,0.01441796
2016-11-03T00:00:00,0.01583537
2016-11-04T00:00:00,0.01582648
2016-11-05T00:00:00,0.01563983
2016-11-06T00:00:00,0.01526086
2016-11-07T00:00:00,0.01547071
2016-11-08T00:00:00,0.01520000
2016-11-09T00:00:00,0.01481571
2016-11-10T00:00:00,0.01470000
2016-11-11T00:00:00,0.01434225
2016-11-12T00:00:00,0.01402333
2016-11-13T00:00:00,0.01430714
2016-11-14T00:00:00,0.01415000
2016-11-15T00:00:00,0.01429878
2016-11-16T00:00:00,0.01346073
2016-11-17T00:00:00,0.01340000
2016-11-18T00:00:00,0.01266357
2016-11-19T00:00:00,0.01277779
2016-11-20T00:00:00,0.01310100
2016-11-21T00:00:00,0.01291459
2016-11-22T00:00:00,0.01319400
2016-11-23T00:00:00,0.01318922
2016-11-24T00:00:00,0.01236849
2016-11-25T00:00:00,0.01271445
2016-11-26T00:00:00,0.01271687
2016-11-27T00:00:00,0.01229486
2016-11-28T00:00:00,0.01183005
2016-11-29T00:00:00,0.01104616
2016-11-30T00:00:00,0.01161418
2016-12-01T00:00:00,0.01112142
2016-12-02T00:00:00,0.00999631
2016-12-03T00:00:00,0.01021854
2016-12-04T00:00:00,0.00961524
2016-12-05T00:00:00,0.00903648
2016-12-06T00:00:00,0.01032000
2016-12-07T00:00:00,0.01086001
2016-12-08T00:00:00,0.01063352
2016-12-09T00:00:00,0.01097474
2016-12-10T00:00:00,0.01048000
2016-12-11T00:00:00,0.01059265
2016-12-12T00:00:00,0.01080973
2016-12-13T00:00:00,0.01070000
2016-12-14T00:00:00,0.01052639
2016-12-15T00:00:00,0.00997005
2016-12-16T00:00:00,0.00998006
2016-12-17T00:00:00,0.00994028
2016-12-18T00:00:00,0.00994370
2016-12-19T00:00:00,0.00957345
2016-12-20T00:00:00,0.00957380
2016-12-21T00:00:00,0.00945613
2016-12-22T00:00:00,0.00872390
2016-12-23T00:00:00,0.00774388
2016-12-24T00:00:00,0.00805069
2016-12-25T00:00:00,0.00804143
2016-12-26T00:00:00,0.00799199
2016-12-27T00:00:00,0.00765345
2016-12-28T00:00:00,0.00771353
2016-12-29T00:00:00,0.00841727
2016-12-30T00:00:00,0.00843554
2016-12-31T00:00:00,0.00828072
2017-01-01T00:00:00,0.00816479
2017-01-02T00:00:00,0.00815184
2017-01-03T00:00:00,0.00934613
2017-01-04T00:00:00,0.00976730
2017-01-05T00:00:00,0.01022385
2017-01-06T00:00:00,0.01132526
2017-01-07T00:00:00,0.01088888
2017-01-08T00:00:00,0.01130000
2017-01-09T00:00:00,0.01139743
2017-01-10T00:00:00,0.01157776
2017-01-11T00:00:00,0.01230227
2017-01-12T00:00:00,0.01204397
2017-01-13T00:00:00,0.01170003
2017-01-14T00:00:00,0.01180320
2017-01-15T00:00:00,0.01185721
2017-01-16T00:00:00,0.01150999
2017-01-17T00:00:00,0.01131112
2017-01-18T00:00:00,0.01155000
2017-01-19T00:00:00,0.01152513
2017-01-20T00:00:00,0.01186009
2017-01-21T00:00:00,0.01178029
2017-01-22T00:00:00,0.01157448
2017-01-23T00:00:00,0.01175000
2017-01-24T00:00:00,0.01190000
2017-01-25T00:00:00,0.01166115
2017-01-26T00:00:00,0.01155000
2017-01-27T00:00:00,0.01141000
2017-01-28T00:00:00,0.01143074
2017-01-29T00:00:00,0.01136895
2017-01-30T00:00:00,0.01143100
2017-01-31T00:00:00,0.01110946
2017-02-01T00:00:00,0.01088260
2017-02-02T00:00:00,0.01064306
