Timestamp,Open_a,Open_b,High_a,High_b,Low_a,Low_b,Close_a,Close_b,Volume
2018-03-22,12824.23126135,9269.35152669,13044.34239870,9430.93589583,12497.83479394,9026.48380942,12837.20401373,9266.53813912,8.57574226
2018-03-21,12549.11626509,9007.54049917,12866.61376678,9283.23229367,12549.11626509,9007.54049917,12828.21304598,9272.22955975,10.53297253
2018-03-20,12011.82299158,8694.81907357,12551.30873997,9009.11422005,11876.25106822,8564.91090779,12549.11626509,9007.54049917,14.85324558
2018-03-19,11516.03202725,8320.33341010,12073.75173849,8746.05969268,11416.43917820,8239.03778019,12011.82299158,8694.81907357,18.44056236
2018-03-18,10869.39828458,7844.44073661,11516.04131415,8320.34011988,10718.75077535,7735.71848471,11516.04131415,8320.34011988,9.58208910
2018-03-17,12098.90977867,8731.77872882,12225.86322161,8823.40098181,10812.09960709,7803.08830218,10869.39828458,7844.44073661,61.98355959
2018-03-16,11586.33051805,8427.92389775,12100.67979529,8746.11077408,11392.97284495,8264.00549892,12100.67979529,8733.05614916,9.31549912
2018-03-15,11772.08369246,8606.57002436,11981.81535243,8761.34605395,11290.30410458,8260.66420433,11586.33051805,8427.92389775,12.94335003
2018-03-14,13158.65398783,9640.41386796,13158.65398783,9646.50589064,11772.08369246,8606.57002436,11772.08369246,8606.57002436,17.43450596
2018-03-13,13413.44540487,9791.27917094,13557.11363184,9912.96061526,13129.68038979,9611.64522707,13158.03857156,9639.96299604,9.05051731
2018-03-12,13457.40203859,9829.28512007,13587.88699816,9911.82067987,13327.79840409,9745.53682518,13409.48642629,9788.38927476,5.41044002
2018-03-11,13199.51941328,9613.20685190,13475.98380357,9829.86909800,13038.30522023,9495.79459341,13457.40203859,9829.28512007,7.12771112
2018-03-10,12047.97058953,8774.53411723,13652.54480336,9943.14513584,12047.97058953,8774.53411723,13252.78822040,9652.00251147,8.31656164
2018-03-09,13874.31468558,10074.10162572,13874.31468558,10074.10162572,11952.68613824,8700.40280692,12067.31647418,8788.62372042,26.56928838
2018-03-08,14412.25795103,10493.78440875,14412.25795103,10493.78440875,13871.79687135,10072.27344775,13871.80136032,10072.27670718,17.09777439
2018-03-07,15103.12969715,11003.90134762,15103.12969715,11003.90134762,14006.95807354,10186.18964211,14412.14920593,10493.70522979,29.01387331
2018-03-06,15562.50207957,11247.32924628,15682.63863000,11347.76019300,15057.71062578,10976.52979650,15103.12969715,11003.90134762,33.86553450
2018-03-05,15664.51784195,11327.50911648,15706.51027156,11365.04163638,15496.00431736,11186.88565384,15518.58279901,11215.58791021,15.64810646
2018-03-04,15400.84116536,11143.87928029,15740.66063007,11392.14295748,15290.28064325,11063.87890250,15664.51784195,11327.50911648,7.51614078
2018-03-03,15213.58026160,11008.37934993,15524.24645664,11233.17399178,15085.40529192,10915.63335161,15400.84116536,11143.87928029,2.85973093
2018-03-02,14649.29958228,10634.43003791,15241.72391822,11063.31481801,14648.40240712,10634.43003791,15209.02228528,11005.08124839,10.67609094
2018-03-01,14786.65855403,10653.78788770,14822.41496532,10688.11898961,14451.28630337,10415.34898647,14664.44504872,10645.42465253,10.22010076
2018-02-28,14581.61334325,10548.26334121,15073.75027070,10911.61350409,14560.54135455,10521.04563985,14786.65855403,10653.78788770,15.72803338
2018-02-27,14101.64931485,10281.57976213,14673.92974315,10615.79428432,13946.50025031,10175.38169103,14672.56985771,10614.06081125,15.48021685
2018-02-26,13592.16027712,9900.39287687,14125.78657916,10299.17835664,13590.29410833,9895.32884206,14101.64931485,10281.57976213,12.85796911
2018-02-25,14086.12151282,10270.89489509,14086.15554631,10270.91971061,13531.95116201,9865.45486240,13593.92699126,9901.67973368,4.89096513
2018-02-24,14088.26033909,10273.15854344,14601.57245834,10647.46570816,14037.23693367,10235.25070630,14086.12151282,10270.89489509,7.60271706
2018-02-23,14346.83948225,10528.10594873,14489.40267329,10607.91392761,13880.11433621,10121.21858545,14087.08659082,10272.30264628,8.84781480
2018-02-22,14867.18041679,10875.34246401,14965.25813618,10952.07472886,14333.73488509,10518.48943442,14333.73488509,10518.48943442,17.08585054
2018-02-21,15726.92413571,11548.28216782,15926.49681407,11709.03221102,14865.63530487,10874.21221464,14867.55535488,10875.61673122,31.46117132
2018-02-20,15048.72168462,11093.00984053,15835.78429554,11631.16475960,15047.17248850,11079.64150330,15726.92413571,11548.28216782,23.14779667
2018-02-19,15174.24677396,11210.72764667,15175.89039752,11219.04530788,14549.75980658,10742.03972670,15129.39358120,11152.47629631,17.15945610
2018-02-18,14930.24603659,11031.95967127,15576.31266585,11509.33834149,14930.24603659,11031.95967127,15174.24677396,11210.72764667,14.25237390
2018-02-17,13131.45820490,9706.77284897,14935.03873261,11035.50099464,12590.68574964,9307.03389353,14934.56776183,11035.15299431,9.57968452
2018-02-16,13657.96773270,10098.70082451,14033.28536210,10417.13366671,13110.75033333,9687.53418952,13134.50130306,9709.02230688,25.97276093
2018-02-15,12570.53171321,9258.00740551,13708.24840991,10135.87835533,12570.53171321,9258.00740551,13708.24840991,10135.87835533,16.70795282
2018-02-14,12066.20294831,8782.32483015,12538.96268585,9234.75729201,11905.53320712,8719.88861579,12477.07002029,9189.17427538,10.39418283
2018-02-13,12310.63701535,8942.30370832,12317.92187308,8942.30370832,11965.57002049,8705.85437759,12079.67794517,8792.13253851,13.30905597
2018-02-12,11936.51939096,8647.53371345,12332.93920215,8944.23107133,11921.97652655,8645.61960889,12304.02134123,8937.49815950,22.11262940
2018-02-11,12302.66253632,8924.34988671,12310.10149267,8929.74610472,11331.53504972,8219.89412769,11933.44239300,8645.30455077,15.75746300
2018-02-10,11777.28645067,8543.24213897,12725.21076087,9230.86631669,11692.38753848,8481.65647853,12298.83663299,8921.57457691,13.94177185
2018-02-09,12089.56114073,8736.47559713,12207.56893002,8821.18614026,11618.01932938,8372.99725805,11783.06216190,8547.43183918,22.67262940
2018-02-08,11054.67862797,7984.35196882,12311.53776704,8907.15087633,11054.67862797,7984.35196882,12089.56114073,8736.47559713,34.02606044
2018-02-07,10058.30256806,7374.63574667,11540.87178312,8354.54758773,9888.92321676,7240.47906349,11054.86112244,7984.48377728,50.68069956
2018-02-06,9680.15584205,7044.13490032,10503.28207595,7675.38030656,8656.00671816,6304.14467925,10058.30256806,7374.63574667,58.26833448
2018-02-05,11974.48985346,8718.41477065,11974.48985346,8718.41477065,9682.19348178,7045.61766666,9682.19348178,7045.61766666,37.17643478
2018-02-04,12705.24946015,9278.63885307,13074.63636124,9548.40196658,11972.00045163,8718.36984185,11974.48985346,8718.41477065,12.51216967
2018-02-03,11854.93368428,8657.65988774,12709.61102706,9281.82410373,11232.31801475,8202.95757817,12709.61102706,9281.82410373,15.34082319
2018-02-02,12729.84923469,9417.60293990,13157.87853503,9735.55028048,10211.11596601,7514.61618271,11861.03707109,8662.11719206,67.05518517
2018-02-01,13776.95398227,10154.58128319,14023.97010885,10315.01793614,12690.06337109,9388.16916900,12690.25411432,9388.31028175,37.66018718
2018-01-31,14509.30866789,10640.92725534,14509.77904944,10648.85546871,13764.15312429,10138.97334409,13787.11540279,10162.07096275,28.11166771
2018-01-30,15457.78306561,11321.30612530,15458.38099880,11322.52356028,14510.04049391,10641.46396647,14510.04049391,10641.46396647,24.15566667
2018-01-29,15989.99291031,11760.33104744,16068.11072235,11812.09579027,15457.78306561,11321.30612530,15457.78306561,11321.30612530,9.41961839
2018-01-28,15822.72984592,11629.70829750,16246.52155235,11927.62423709,15770.79847767,11591.53873574,15989.99291031,11760.33104744,7.94414904
2018-01-27,15887.99763838,11677.68013264,16088.83420251,11825.29503089,15516.91084173,11404.93129346,15822.72984592,11629.70829750,3.26199379
2018-01-26,16414.86609748,11990.56386241,16414.86609748,11990.56386241,15679.45532834,11510.82607407,15820.23984081,11627.87814345,9.45516614
2018-01-25,15552.20031193,11393.51995447,16335.84176473,11931.69009465,15533.07270736,11393.51995447,16334.26896915,11931.69009465,12.90913411
2018-01-24,15312.55981116,11260.39431351,15647.22216230,11587.06008595,15252.20051672,11220.58737128,15552.20031193,11393.51995447,22.71931173
2018-01-23,16106.77989520,11789.83682356,16106.77989520,11789.83682356,14940.27763574,10931.04269444,15316.63377398,11263.39018280,25.63940039
2018-01-22,17248.87829091,12551.49415492,17485.18251453,12781.56616559,16010.64193184,11726.93375452,16104.25526013,11787.98884179,16.08312301
2018-01-21,18429.35389052,13411.94519360,19077.20480015,13883.41809195,17251.80813421,12553.62611449,17251.80813421,12553.62611449,8.24054279
2018-01-20,17479.34885561,12720.57991093,18430.56995148,13412.83018083,17327.02217826,12609.72431283,18429.18347413,13411.82117322,10.67708723
2018-01-19,17089.92645054,12481.11316127,17478.95512680,12763.85821591,16657.16306839,12151.18441241,17476.98183029,12718.85731045,14.60304118
2018-01-18,16687.59126411,12124.67568831,17848.52755252,12974.53840455,15711.79338281,11435.66616820,17087.50487300,12479.34463504,64.94457473
2018-01-17,17499.96126136,12723.91320190,17818.20226884,12947.38360809,14257.74632105,10384.09291476,16689.56117732,12126.10696490,94.06457832
2018-01-16,21542.67786159,15723.35435232,21542.67786159,15723.35435232,15170.46779312,11022.86231955,17499.91264069,12723.87785067,84.65632818
2018-01-15,20408.80362691,14803.79192737,21534.17011527,15717.14480349,20380.72945658,14773.72018557,21531.49916037,15715.19535363,29.43735233
2018-01-14,21532.26829560,15618.41712492,21552.73931377,15633.26576494,20293.03788175,14702.47903761,20394.42484821,14793.36209268,15.92340957
2018-01-13,20891.37980616,15161.91830680,21766.86201207,15790.28540941,20891.37980616,15161.91830680,21532.56852925,15618.63489921,10.97798689
2018-01-12,20723.02530957,15063.05301360,21207.57744902,15395.98232319,20168.62889984,14643.40325604,20894.17548264,15163.94726893,27.56981736
2018-01-11,22016.98535946,15860.01609231,22161.86319450,15959.28649732,20446.05748271,14851.73546952,20723.02530957,15063.05301360,41.56698322
2018-01-10,22341.18207687,15968.03565449,22557.02416478,16135.71826637,21788.87909181,15652.75518456,22023.20600744,15864.49715888,32.56486890
2018-01-09,23008.87820281,16508.18576368,23426.62425450,16823.73460141,22057.86848215,15779.81982522,22337.04709593,15965.08023687,19.90027310
2018-01-08,24065.85388048,17249.67808468,24357.79634207,17463.82939572,23009.26474531,16499.58465544,23009.26474531,16508.46309642,36.57331257
2018-01-07,24764.50277860,17752.33174093,24868.67880034,17828.28790619,24013.21350094,17215.00716965,24066.03966924,17249.81125246,16.28716571
2018-01-06,23708.23507680,16995.15059269,24875.87332249,17832.16725627,23708.23507680,16995.15059269,24510.90864751,17570.54383334,20.70018786
2018-01-05,23189.24938096,16597.58492023,23784.77470127,17050.01770701,22955.44225857,16420.06910751,23730.29326273,17010.96291235,24.62608338
2018-01-04,22629.19796421,16046.98249605,23262.42187714,16598.89665967,22597.26595253,16014.75374871,23191.08207247,16598.89665967,29.57999103
2018-01-03,21753.85098877,15442.56665306,22735.87760573,16151.77005892,21749.59400319,15438.61315593,22629.23739002,16047.01045397,21.25065187
2018-01-02,20353.78117137,14420.77252029,21782.57194700,15465.28244379,20105.13988244,14284.58729372,21743.55053644,15435.25459499,13.04095780
2018-01-01,19713.73233914,13998.97341774,20728.10393031,14719.05125532,19704.48342783,13992.40564755,20353.78117137,14420.77252029,10.39661551
2017-12-31,20330.56510864,14438.80906831,20330.56510864,14438.80906831,19247.04317807,13669.28956931,19713.73233914,13998.97341774,10.11719399
2017-12-30,22391.77126183,15870.55869433,22561.90782951,15991.14595614,20330.56510864,14438.80906831,20330.56510864,14438.80906831,13.47209968
2017-12-29,22762.79878934,16135.74961001,22902.16349926,16267.67059677,21918.64083311,15542.76485576,22391.77126183,15870.55869433,12.00822674
2017-12-28,24755.33880289,17492.12056495,25178.75564690,17815.53965916,22662.96194018,16057.69432525,22769.46878912,16140.47773889,14.10729795
2017-12-27,24782.46667420,17423.69222768,25017.70470690,17678.50762387,23822.12589862,16767.20642490,24755.85078655,17492.48233256,25.39824010
2017-12-26,22152.01569650,15566.21482830,24811.04091652,17443.78178577,22152.01569650,15563.84156292,24782.46667420,17423.69222768,8.31377545
2017-12-25,21988.01231868,15422.60806529,23778.00970519,16703.80004987,21636.19916687,15192.93584622,22127.50090606,15548.98829236,6.10705406
2017-12-24,24023.60420536,16866.96698190,24151.68013456,16964.14256935,21218.80601737,14904.09149279,21988.01231868,15422.60806529,11.65840998
2017-12-23,20944.93551482,14710.58822505,24047.42289147,16883.69007594,20779.96833420,14594.72421281,24028.37849186,16870.31900736,20.24751486
2017-12-22,24190.37927709,16979.51770018,24218.16509597,16983.95245253,20137.49543895,14140.54631075,20945.78344729,14711.18376688,78.00007339
2017-12-21,25276.30223294,17703.51673041,25276.30223294,17727.56123407,23644.28925884,16588.11839610,24184.88713149,16975.66269723,47.18963285
2017-12-20,26666.28673475,18599.73183554,26716.43854166,18622.48989230,24117.43861441,16909.22289551,25277.79030212,17704.55897374,76.54947812
2017-12-19,27440.70042027,19188.87159187,27873.72183401,19545.34692617,25653.69515001,17920.53589704,26666.28673475,18599.73183554,64.67055684
2017-12-18,27559.47449168,19289.42350518,27963.60335581,19614.10843546,26970.17822577,18887.99662447,27438.02295684,19186.99928172,49.24383723
2017-12-17,27899.33828963,19503.20747265,28362.91259192,19828.65813193,27417.66956870,19167.83387074,27551.51631905,19283.85342212,34.14263575
2017-12-16,25994.05220844,18171.30528377,28026.51353835,19592.11012817,25994.05220844,18171.30528377,27899.74137539,19503.48925229,26.14661772
2017-12-15,24610.36832954,17185.41135403,25994.35996182,18171.52042070,24610.36832954,17185.41135403,25994.05220844,18171.30528377,23.47000786
2017-12-14,25572.99694827,17943.29331234,25572.99694827,17943.29331234,24595.91919630,17175.32152949,24609.22627613,17184.61385854,21.40339338
2017-12-13,25816.19386470,17899.67070338,26152.18974506,18163.86654812,25319.40337567,17774.59011319,25542.80851126,17922.11159551,34.14965593
2017-12-12,24548.70733369,16959.82853691,25799.79242786,17888.29875908,24394.65629253,16859.21717258,25797.16156926,17886.47465198,31.48459905
2017-12-11,23251.98734230,15909.86912073,24794.75751629,17166.29593218,23031.03632541,15775.54682819,24611.80729118,17003.42205266,62.15032781
2017-12-10,22811.84219249,15605.84381220,24092.25078941,16489.11832825,19926.93126812,13632.24304301,23258.24487428,15914.15075539,41.42012982
2017-12-09,24857.98574105,17004.47086982,25844.12253919,17679.05225515,22592.19089278,15455.57782985,22781.42254363,15585.03338028,30.61971499
2017-12-08,25330.62891572,17297.59240681,25999.60137352,17796.03742805,22827.69877887,15606.15392847,25659.06366604,17552.46001029,85.42379337
2017-12-07,20993.26676457,14439.16908571,25429.82314951,17365.32943107,20993.26676457,14439.16908571,25429.82314951,17365.32943107,86.40818900
2017-12-06,18188.59173749,12499.19545231,21913.15228586,15060.47190424,18188.59173749,12499.19545231,21017.56345993,14455.88035301,65.55799279
2017-12-05,17918.46137061,12299.22729963,18476.02370680,12703.09993936,17807.49659753,12278.26317619,18194.08021290,12502.96713117,26.32951797
2017-12-04,17052.14877955,11707.13789995,17918.52019186,12299.26767453,17052.14877955,11688.44955885,17918.52019186,12299.26767453,33.16246070
2017-12-03,16608.48575386,11437.56335918,17272.18004096,11855.83968216,16378.97289560,11279.50753777,17052.14877955,11707.13789995,18.62284606
2017-12-02,16227.69160651,11175.32649715,16637.77161278,11457.73129452,16186.24799810,11146.78603271,16598.08559811,11430.40121073,13.86053105
2017-12-01,16024.77222526,10935.78350134,16212.43480167,11164.81977940,15159.46011560,10385.11950890,16212.43480167,11164.81977940,29.67468973
2017-11-30,15533.39182409,10697.04420026,16250.05829037,11110.11351060,15211.45205977,10406.65692901,16017.58448861,10930.87837503,46.08789748
2017-11-29,14534.97086442,10024.26301651,15804.11928038,10886.09655405,14534.97086442,10024.26301651,15533.39182409,10697.04420026,75.01787011
2017-11-28,14016.79882660,9697.55591143,14575.81135306,10052.42927867,14016.79882660,9697.55591143,14575.81135306,10052.42927867,51.62693285
2017-11-27,13373.04758390,9191.83081531,14026.61871739,9704.34982644,13313.75332302,9151.11323631,14016.71183656,9697.49572716,72.49791247
2017-11-26,12688.19965332,8729.47759035,13386.73806519,9207.46823385,12655.28525655,8706.83249515,13372.91335427,9191.73855391,39.82234915
2017-11-25,12303.86053576,8464.98832870,12687.82879603,8729.22244065,12087.50008015,8316.13352608,12687.82879603,8729.22244065,24.61635595
2017-11-24,11868.73463896,8178.50940867,12344.11817052,8492.68535983,11796.27996701,8124.20531757,12344.11817052,8492.68535983,41.77813244
2017-11-23,12238.76815540,8418.49652489,12270.92498651,8447.73400697,12013.52680805,8278.28281782,12013.52680805,8278.28281782,28.97488378
2017-11-22,12148.53474387,8301.56473909,12227.58999066,8416.13338342,11953.99213097,8171.06068078,12224.74818081,8408.85281680,24.22070693
2017-11-21,11892.40523675,8101.59017702,12230.73435300,8345.66191608,11822.76920374,8044.15027453,12148.98190526,8301.87030180,37.31405064
2017-11-20,11706.92653817,7968.47612278,11892.40523675,8101.59017702,11651.32153323,7931.83178883,11892.40523675,8101.59017702,32.82742954
2017-11-19,11587.34606877,7899.47579424,11915.80161283,8123.35600050,11573.18436072,7889.82129101,11707.51513209,7968.87675711,14.45533955
2017-11-18,11967.78404100,8158.83290112,11967.78404100,8158.83290112,11510.18924435,7846.87544353,11587.34606877,7899.47579424,11.59140488
2017-11-17,11479.89838756,7863.55810492,11980.58442041,8167.11391846,11436.77671965,7840.64788561,11963.62936006,8156.00051816,22.42297026
2017-11-16,10918.98371000,7506.74687671,11479.89838756,7863.55810492,10918.98371000,7506.68494701,11479.89838756,7863.55810492,24.27016264
2017-11-15,10277.52401187,7067.13609706,10918.78146726,7506.60783584,10273.01193505,7061.41965652,10918.78146726,7506.60783584,24.25317807
2017-11-14,9910.96931800,6838.34405305,10257.35603591,7053.26798731,9898.92435308,6808.09161047,10257.07822594,7053.07695678,29.49526843
2017-11-13,8974.32669428,6211.93937404,9911.53947338,6838.73744734,8789.74651350,6083.80423394,9911.53417050,6838.73378847,33.36319767
2017-11-12,10051.56549824,6965.25916308,10160.70178873,7040.88544711,8918.44397304,6180.05957524,8977.46973905,6214.11495826,47.79003390
2017-11-11,10566.15319660,7321.84408330,10625.68271705,7363.09522351,10047.89212132,6962.71368673,10051.56549824,6965.25916308,16.01352496
2017-11-10,10637.51342868,7382.75295912,10906.07537989,7570.28837136,10441.64954643,7240.28005177,10565.81389841,7321.60896570,27.04115286
2017-11-09,10928.91217196,7604.12331453,10939.20035443,7610.06909003,10442.81118423,7278.02144862,10636.90998833,7382.33415344,35.14837735
2017-11-08,10803.69396182,7470.94861179,11125.03883633,7695.33020379,10726.35045727,7440.93023414,10928.91217196,7604.12331453,37.00890095
2017-11-07,10921.71595616,7580.59779875,10921.71595616,7580.59779875,10627.29012613,7328.82535971,10776.77065660,7452.33066218,20.71600989
2017-11-06,11374.53798193,7858.60566570,11384.27800829,7864.60145896,10770.91097216,7463.16265281,10922.54790911,7581.17524470,32.01309715
2017-11-05,11179.95618359,7723.09766758,11564.28357116,7993.00772129,11179.59697782,7722.84952875,11374.53798193,7858.60566570,21.77156119
2017-11-04,10906.97276789,7534.00066857,11179.91867186,7723.07175453,10700.42812224,7391.32977982,11179.91867186,7723.07175453,11.56247449
2017-11-03,10466.75259610,7235.66596115,10969.47985905,7577.17749468,10435.97022401,7220.46287668,10906.97276789,7534.00066857,38.70674585
2017-11-02,9806.91282422,6757.74892966,10569.42675710,7305.48304310,9806.91282422,6757.55335684,10466.66015823,7235.60205885,47.63448473
2017-11-01,9317.23328812,6425.47871833,9810.05111111,6759.27335855,9317.23328812,6425.47871833,9806.71563794,6757.61305252,29.32450966
2017-10-31,8757.24779381,6023.40497693,9317.84719743,6425.90209092,8750.56763667,5996.06521697,9317.84719743,6425.90209092,18.88662935
2017-10-30,8768.67957664,6019.74910730,8889.57285161,6111.28058788,8744.67304911,6004.82907139,8744.67304911,6014.75582350,33.70013053
2017-10-29,8867.48643692,6102.25127270,8867.55034636,6102.29525263,8425.46660497,5798.07081510,8768.67957664,6019.74910730,26.56332395
2017-10-28,8772.61070419,6036.96156913,8892.13057959,6119.21039094,8771.23445306,6036.01448788,8867.48643692,6102.25127270,5.00215666
2017-10-27,8817.61058764,6026.37464385,8833.45843401,6044.31105403,8752.63776682,5990.86440389,8772.61070419,6036.96156913,22.90691243
2017-10-26,8365.63573648,5757.33737118,8822.40571901,6029.65186479,8365.63573648,5757.33737118,8817.61058764,6026.37464385,24.78255505
2017-10-25,8507.04922897,5874.37272529,8507.04922897,5874.37272529,8267.76394880,5684.17155633,8365.63573648,5757.33737118,14.85169069
2017-10-24,8770.81126737,6125.94195447,8781.79098532,6132.35146244,8504.99099178,5872.95145075,8507.04922897,5874.37272529,25.68963875
2017-10-23,8956.97124829,6220.81012355,9002.13234368,6278.52827399,8770.58245503,6119.12780061,8770.81126737,6125.94195447,19.62835017
2017-10-22,9114.01578777,6347.02864847,9130.21036631,6358.27117946,8906.10595758,6202.20504888,8956.97124829,6220.81012355,11.00522038
2017-10-21,8590.63437718,5983.79436296,9113.52432314,6346.68639099,8590.63437718,5983.79436296,9112.39463004,6345.89966924,22.52302100
2017-10-20,8248.35048631,5796.04418966,8590.65097783,5983.80592612,8214.01689376,5732.88262325,8590.65097783,5983.80592612,33.71166097
2017-10-19,7991.68383819,5722.31212766,8251.34446937,5799.86790361,7984.80888737,5692.69295307,8248.35048631,5796.04418966,24.57001266
2017-10-18,8148.90430155,5845.18317362,8157.50076268,5849.36767789,7945.08490055,5662.67747035,7991.68383819,5722.31212766,18.86648270
2017-10-17,8043.90656268,5781.47617858,8246.45146699,5920.85263729,8026.81986239,5768.90504228,8147.98124865,5844.52107070,23.33680426
2017-10-16,8057.34530118,5781.49877780,8077.50989953,5797.52775456,7901.18092927,5674.81677358,8044.13753055,5781.64218438,29.61494542
2017-10-15,8220.96564369,5905.01770126,8279.92530586,5947.04731886,8068.83387340,5789.74233243,8068.83387340,5789.74233243,14.34514528
2017-10-14,7963.53991027,5707.81243569,8220.96564369,5905.01770126,7949.80842634,5697.97048906,8220.96564369,5905.01770126,8.36639363
2017-10-13,7434.21409847,5303.33057151,7963.53991027,5707.81243569,7434.21409847,5303.33057151,7963.53991027,5707.81243569,31.68682145
2017-10-12,6897.93611424,4892.01449196,7434.21409847,5303.33057151,6897.93611424,4892.01449196,7434.21409847,5303.33057151,22.68796751
2017-10-11,6981.15616604,4937.53857506,6981.42973638,4940.22162475,6863.87474020,4851.76179295,6897.93611424,4892.01449196,20.46814976
2017-10-10,6693.47578077,4726.99085938,6981.26988376,4937.61900380,6693.47578077,4726.99085938,6981.15616604,4937.53857506,22.84928513
2017-10-09,6511.50509265,4599.25460748,6693.47578077,4726.99085938,6481.98615683,4586.13357183,6693.47578077,4726.99085938,22.55094926
2017-10-08,6339.29737481,4494.36183964,6482.61687437,4581.03693341,6333.53930482,4491.13925020,6479.90718722,4576.93614039,8.12360013
2017-10-07,6291.79877858,4460.90505568,6369.79178374,4516.20234080,6284.05247718,4455.41290370,6335.60765372,4491.74594380,5.99769979
2017-10-06,6135.23820888,4364.01531357,6299.52921450,4468.48328663,6128.27059118,4352.17126059,6291.79877858,4460.90505568,10.81791676
2017-10-05,6168.88455162,4418.33874203,6187.53242409,4429.27394136,6007.09943001,4300.09193469,6135.23820888,4364.01531357,16.02039952
2017-10-04,6076.78005391,4350.15548873,6168.88455162,4418.33874203,6070.79123979,4348.06270693,6168.88455162,4418.33874203,14.43024599
2017-10-03,6088.05310597,4379.47212712,6172.77591142,4432.43412962,6077.59690277,4350.74024241,6077.59690277,4350.74024241,14.72888929
2017-10-02,11508.16466123,8315.11182844,11508.16466123,8315.11182844,6029.44547277,4338.21176524,6088.22523528,4379.59594922,32.95397322
2017-10-01,7271.05583712,5242.06295122,13641.81525033,9857.14479284,7271.05583712,5242.06295122,10972.53758709,7928.09972434,21.73246125
2017-09-30,5566.31026082,4013.02774273,7320.97985936,5278.05564241,5557.84470455,4006.92450546,7271.05583712,5242.06295122,16.34356918
2017-09-29,5878.71086858,4249.42578144,5909.35405643,4262.65288362,5531.06793409,3990.61165288,5566.31026082,4013.02774273,29.43293695
2017-09-28,5584.20272480,4021.18442395,5917.54633605,4280.05969691,5584.20272480,4021.18442395,5878.71086858,4249.42578144,18.06826615
2017-09-27,5312.60201979,3830.72453909,5584.20272480,4021.18442395,5274.03808680,3787.49266550,5584.20272480,4021.18442395,38.52075411
2017-09-26,5228.62850102,3796.72981761,5431.58930135,3928.24004963,5224.05717072,3796.28831845,5312.60201979,3830.72453909,24.99631543
2017-09-25,5044.50924804,3679.84311039,5242.04358291,3806.47107986,5044.48127993,3673.69583456,5229.00845141,3797.00571577,23.62511012
2017-09-24,5369.79110154,3941.15711703,5454.78775293,4003.54039251,5044.50924804,3679.84311039,5044.50924804,3679.84311039,10.07159575
2017-09-23,4957.56962999,3638.60724951,5369.79110154,3941.15711703,4928.84511401,3617.52489668,5369.79110154,3941.15711703,5.93205015
2017-09-22,5147.69225145,3758.38056642,5199.24715351,3788.83454862,4957.56962999,3638.60724951,4957.56962999,3638.60724951,30.10537900
2017-09-21,5414.18838100,3976.05956465,5416.23153827,3976.05956465,5142.66421190,3756.58830999,5148.76135002,3759.16112576,34.15442816
2017-09-20,5435.32943563,3980.71315674,5446.46844272,4016.44621730,5346.20100596,3908.28451034,5415.11537061,3976.74032520,21.23214946
2017-09-19,5412.91432891,3930.88442226,5699.45502339,4160.58132229,5405.49806846,3930.88442226,5435.14481697,3980.57794619,43.36765494
2017-09-18,4938.28242535,3602.17462133,5412.38396350,3930.49926835,4937.44555821,3598.58224005,5412.38396350,3930.49926835,61.31213257
2017-09-17,5246.53867777,3824.98354374,5247.70343341,3825.83270762,4933.94112106,3599.00790570,4938.28242535,3602.17462133,42.93386070
2017-09-16,4885.54125159,3561.09517355,5349.07169193,3899.73513063,4885.54125159,3561.09517355,5247.28058218,3825.52442838,50.10149655
2017-09-15,5006.54694967,3618.80688530,5067.47244021,3666.36407588,4514.87768645,3284.32609218,4882.41746855,3558.81823264,72.66231129
2017-09-14,5576.09060250,4041.04946908,5608.90476794,4069.31577014,5006.54694967,3618.80688530,5006.54694967,3618.80688530,59.59475880
2017-09-13,6011.64925026,4378.88546802,6014.24083223,4378.88546802,5545.55850277,4020.26859705,5577.91043497,4042.36832014,41.76477105
2017-09-12,5896.04205736,4280.48758977,6171.15013582,4505.43260761,5884.72794701,4260.68456773,6011.64925026,4378.88546802,25.45843854
2017-09-11,5874.95019433,4260.17697421,6001.64222952,4353.35508097,5871.71324838,4243.95340702,5896.45984907,4280.79090379,39.76810784
2017-09-10,6127.48321381,4449.16481365,6127.48321381,4449.16481365,5871.68850679,4256.09273062,5876.78120077,4261.50471507,20.48870006
2017-09-09,6333.24599333,4599.51427975,6333.24599333,4599.51427975,6099.55645690,4429.79746140,6127.48321381,4449.16481365,16.04729571
2017-09-08,6681.14659503,4839.15230503,6789.17995610,4952.16884710,6288.06871086,4566.70431847,6333.24599333,4599.51427975,31.91569982
2017-09-07,6612.49795962,4761.46096401,6723.57202212,4846.98081544,6610.01867539,4760.89956647,6681.14659503,4839.15230503,17.60104248
2017-09-06,6260.67733224,4540.96422835,6631.24646204,4774.96119690,6252.17753545,4530.11042044,6608.35827749,4758.48010338,23.83508768
2017-09-05,6616.57320803,4739.71654998,6616.57320803,4741.12141068,6208.95133933,4489.79797197,6260.67733224,4540.96422835,36.17825662
2017-09-04,6707.60635406,4809.35423680,6707.60635406,4809.35423680,6540.38974503,4687.20774971,6622.52435996,4743.97959861,27.98926104
2017-09-03,6662.74326225,4767.27480127,6921.47182519,4952.31322959,6655.29049158,4761.86048006,6707.60635406,4809.35423680,28.41855607
2017-09-02,6846.16153028,4898.28852305,6897.20177872,4934.80677668,6664.33966710,4768.41704858,6664.33966710,4768.41704858,24.73222295
